ID,Name,Platform,Year_of_Release,Genre,Publisher
425,Super Mario Maker,WiiU,2015,Platform,Nintendo
426,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ
427,Baseball,NES,1983,Sports,Nintendo
428,Killer Instinct,SNES,1995,Fighting,Nintendo
429,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation
430,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment
431,Enter the Matrix,PS2,2003,Action,Atari
432,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix
433,Dance Central,X360,2010,Misc,MTV Games
434,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive
435,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe
436,Animal Crossing,GC,2001,Simulation,Nintendo
437,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts
438,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios
439,Spider-Man,PS,2000,Action,Activision
440,Mario Party 9,Wii,2012,Misc,Nintendo
441,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts
442,Star Wars Episode I Racer,N64,1999,Racing,Nintendo
443,Sonic Rush,DS,2005,Platform,Sega
444,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation
445,Rhythm Heaven,DS,2008,Misc,Nintendo
446,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks
447,Personal Trainer: Cooking,DS,2006,Misc,Nintendo
448,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft
449,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo
450,Resident Evil 6,PS3,2012,Shooter,Capcom
451,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts
452,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari
453,Madden NFL 2002,PS2,2001,Sports,Electronic Arts
454,World Class Track Meet,NES,1986,Sports,Namco Bandai Games
455,Donkey Kong,GB,1994,Platform,Nintendo
456,The Sims: Vacation,PC,2002,Simulation,Electronic Arts
457,LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment
458,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo
459,The Sims 4,PC,2014,Simulation,Electronic Arts
460,Borderlands 2,X360,2012,Shooter,Take-Two Interactive
461,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment
462,Kung Fu Panda,X360,2008,Action,Activision
463,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts
464,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment
465,Rayman,PS,1995,Platform,Ubisoft
466,Saints Row 2,X360,2008,Action,THQ
467,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft
468,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo
469,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ
470,FIFA 14,PS4,2013,Sports,Electronic Arts
471,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment
472,Far Cry 3,X360,2012,Shooter,Ubisoft
473,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios
474,NBA 2K13,X360,2012,Sports,Take-Two Interactive
475,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari
476,wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A
477,Star Fox,SNES,1993,Shooter,Nintendo
478,The Sims: Livin Large,PC,2000,Misc,Electronic Arts
479,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment
480,Devil May Cry,PS2,2001,Action,Capcom
481,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts
482,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment
483,Sonic Heroes,PS2,2003,Platform,Sega
484,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive
485,Titanfall,XOne,2014,Shooter,Electronic Arts
486,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts
487,Wave Race 64,N64,1996,Racing,Nintendo
488,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment
489,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ
490,Pac-Man Collection,GBA,2001,Puzzle,Atari
491,Street Fighter IV,X360,2009,Fighting,Capcom
492,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment
493,Kirby Super Star Ultra,DS,2008,Platform,Nintendo
494,Call of Duty: Ghosts,XOne,2013,Shooter,Activision
495,FIFA 15,X360,2014,Sports,Electronic Arts
496,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo
497,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios
498,Sonic Mega Collection Plus,PS2,2004,Misc,Sega
499,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment
500,Sega Superstars Tennis,X360,2008,Sports,Sega
501,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment
502,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games
503,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision
504,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo
505,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment
506,Imagine: Babyz,DS,2007,Simulation,Ubisoft
507,Colin McRae Rally,PS,1998,Racing,Codemasters
508,Madden NFL 13,X360,2012,Sports,Electronic Arts
509,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft
510,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft
511,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive
512,F-Zero,SNES,1990,Racing,Nintendo
513,Yoshi's Story,N64,1997,Platform,Nintendo
514,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment
515,Madden NFL 10,X360,2009,Sports,Electronic Arts
516,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ
517,BioShock,X360,2007,Shooter,Take-Two Interactive
518,Metroid Prime,GC,2002,Shooter,Nintendo
519,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft
520,Finding Nemo,GBA,2003,Action,THQ
521,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment
522,Myst,PC,1994,Adventure,Red Orb
523,Medal of Honor,PS3,2010,Shooter,Electronic Arts
524,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts
525,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft
526,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ
527,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment
528,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment
529,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ
530,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment
531,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation
532,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive
533,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo
534,NBA Street,PS2,2001,Sports,Electronic Arts
535,Jak II,PS2,2003,Platform,Sony Computer Entertainment
536,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment
537,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts
538,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision
539,Battlefield 3,PC,2011,Shooter,Electronic Arts
540,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment
541,The Sims,PS2,2003,Simulation,Electronic Arts
542,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment
543,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts
544,Minecraft,XOne,2014,Misc,Microsoft Game Studios
545,Yoshi's Island DS,DS,2006,Platform,Nintendo
546,Saints Row: The Third,X360,2011,Action,THQ
547,Missile Command,2600,1980,Shooter,Atari
548,Mario Paint,SNES,1992,Misc,Nintendo
549,Tekken 6,PS3,2009,Fighting,Namco Bandai Games
550,Pokemon Stadium 2,N64,2000,Strategy,Nintendo
551,Metroid,NES,1986,Action,Nintendo
552,Sonic and the Secret Rings,Wii,2007,Platform,Sega
553,FIFA 16,PS3,2015,Sports,Electronic Arts
554,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo
555,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive
556,Mario Party,N64,1998,Misc,Nintendo
557,L.A. Noire,X360,2011,Adventure,Take-Two Interactive
558,Call of Duty 3,X360,2006,Shooter,Activision
559,Madden NFL 12,X360,2011,Sports,Electronic Arts
560,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts
561,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment
562,Madden NFL 11,X360,2010,Sports,Electronic Arts
563,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts
564,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5
565,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment
566,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo
567,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo
568,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision
569,Medal of Honor,PS,1998,Shooter,Electronic Arts
570,Fable,XB,2004,Role-Playing,Microsoft Game Studios
571,Guitar Hero: World Tour,X360,2008,Misc,Activision
572,FIFA 17,XOne,2016,Sports,Electronic Arts
573,Hannah Montana,DS,2006,Action,Disney Interactive Studios
574,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft
575,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo
576,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts
577,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo
578,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts
579,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix
580,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive
581,Skate 3,X360,2010,Sports,Electronic Arts
582,ESPN NFL 2K5,PS2,2004,Sports,Sega
583,Halo Wars,X360,2009,Strategy,Microsoft Game Studios
584,NBA 2K12,X360,2011,Sports,Take-Two Interactive
585,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment
586,FIFA Soccer 10,X360,2009,Sports,Electronic Arts
587,Medal of Honor,X360,2010,Shooter,Electronic Arts
588,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts
589,Streets of Rage,GEN,1990,Action,Sega
590,God of War Collection,PS3,2009,Action,Sony Computer Entertainment
591,NBA Live 2005,PS2,2004,Sports,Electronic Arts
592,Mario Strikers Charged,Wii,2007,Sports,Nintendo
593,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts
594,Style Savvy,DS,2008,Simulation,Nintendo
595,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ
596,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts
597,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment
598,Madden NFL 08,PS2,2007,Sports,Electronic Arts
599,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom
600,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment
601,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo
602,Sonic Adventure 2 Battle,GC,2001,Platform,Sega
603,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation
604,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive
605,Madden NFL 13,PS3,2012,Sports,Electronic Arts
606,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts
607,Pokemon Colosseum,GC,2003,Role-Playing,Nintendo
608,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment
609,Madden NFL 09,X360,2008,Sports,Electronic Arts
610,Space Invaders,2600,N/A,Shooter,Atari
611,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment
612,Art Academy,DS,2010,Misc,Nintendo
613,NBA 2K14,X360,2013,Sports,Take-Two Interactive
614,Perfect Dark,N64,2000,Action,Nintendo
615,Skylanders Giants,Wii,2012,Action,Activision
616,Dragon Warrior,NES,1986,Role-Playing,Capcom
617,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment
618,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment
619,Mario Party 2,N64,1999,Misc,Nintendo
620,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision
621,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive
622,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games
623,Game Party,Wii,2007,Misc,Midway Games
624,Bloodborne,PS4,2015,Action,Sony Computer Entertainment
625,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive
626,Mario Party 4,GC,2002,Misc,Nintendo
627,Pure,X360,2008,Racing,Disney Interactive Studios
628,Rock Band,X360,N/A,Misc,Electronic Arts
629,NBA 2K13,PS3,2012,Sports,Take-Two Interactive
630,Saints Row: The Third,PS3,2011,Action,THQ
631,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment
632,NBA 2K15,PS4,2014,Sports,Take-Two Interactive
633,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft
634,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft
635,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive
636,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment
637,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts
638,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb
639,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment
640,Need for Speed (2015),PS4,2015,Racing,Electronic Arts
641,Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision
642,Madden NFL 16,XOne,2015,Sports,Electronic Arts
643,Ice Hockey,NES,1988,Sports,Nintendo
644,Sonic Adventure,DC,1998,Platform,Sega
645,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft
646,uDraw Studio,Wii,2010,Misc,THQ
647,Tomb Raider (2013),PS3,2013,Action,Square Enix
648,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts
649,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari
650,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment
651,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment
652,Dino Crisis,PS,1998,Action,Capcom
653,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts
654,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios
655,Tetris Plus,PS,1996,Puzzle,JVC
656,Pro Wrestling,NES,1987,Fighting,Nintendo
657,Theme Hospital,PC,1997,Strategy,Electronic Arts
658,Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment
659,Monopoly,PC,1994,Misc,Hasbro Interactive
660,unknown,GEN,1993,,Acclaim Entertainment
661,Guitar Hero,PS2,2005,Misc,RedOctane
662,Madden NFL 11,PS3,2010,Sports,Electronic Arts
663,WCW/nWo Revenge,N64,1998,Fighting,THQ
664,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment
665,Dead Island,X360,2011,Action,Deep Silver
666,Half-Life 2,PC,2004,Shooter,Vivendi Games
667,The Incredibles,PS2,2004,Action,THQ
668,Madden NFL 08,X360,2007,Sports,Electronic Arts
669,Tony Hawk's Underground 2,PS2,2004,Sports,Activision
670,Zumba Fitness,X360,2010,Sports,505 Games
671,Madden NFL 10,PS3,2009,Sports,Electronic Arts
672,Kirby's Dream Land 2,GB,1995,Platform,Nintendo
673,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive
674,Donkey Kong Land II,GB,1996,Platform,Nintendo
675,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive
676,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios
677,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ
678,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo
679,LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts
680,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom
681,NBA 2K16,XOne,2015,Sports,Take-Two Interactive
682,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios
683,My Fitness Coach,Wii,2008,Sports,Ubisoft
684,Mario Tennis,N64,2000,Sports,Nintendo
685,Grand Theft Auto,PS,1997,Action,Take-Two Interactive
686,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts
687,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts
688,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft
689,Guild Wars 2,PC,2012,Action,NCSoft
690,Cool Boarders 3,PS,1998,Sports,989 Studios
691,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo
692,WarioWare Touched!,DS,2004,Puzzle,Nintendo
693,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment
694,Tomb Raider II,PC,1997,Action,Eidos Interactive
695,Yokai Watch Busters,3DS,2015,Action,Level 5
696,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts
697,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts
698,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment
699,Mario Bros.,NES,1983,Platform,Nintendo
700,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts
701,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment
702,The Sims 3,X360,2010,Simulation,Electronic Arts
703,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo
704,TOCA Touring Car Championship,PS,1997,Racing,Codemasters
705,Dead Island,PS3,2011,Action,Deep Silver
706,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo
707,Wario Land 4,GBA,2001,Platform,Nintendo
708,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega
709,Far Cry: Primal,PS4,2016,Action,Ubisoft
710,Battlefield 1,XOne,2016,Shooter,Electronic Arts
711,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom
712,Cool Boarders 2,PS,1997,Sports,UEP Systems
713,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo
714,Madden NFL 12,PS3,2011,Sports,Electronic Arts
715,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment
716,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision
717,Sonic Advance,GBA,2001,Platform,Sega
718,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega
719,Just Dance Kids,Wii,2010,Misc,Ubisoft
720,Call of Duty 3,Wii,N/A,Shooter,Activision
721,New Super Luigi U,WiiU,2013,Platform,Nintendo
722,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft
723,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games
724,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix
725,Madden NFL 25,X360,2013,Sports,Electronic Arts
726,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment
727,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment
728,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive
729,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft
730,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo
731,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment
732,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo
733,Resident Evil 4,Wii,2007,Action,Capcom
734,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft
735,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts
736,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom
737,Frogger,2600,1981,Action,Parker Bros.
738,Guitar Hero II,X360,2007,Misc,Activision
739,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios
740,Rock Band 2,X360,2008,Misc,Electronic Arts
741,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games
742,Wario Land 3,GB,2000,Platform,Nintendo
743,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts
744,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision
745,BioShock 2,X360,2010,Shooter,Take-Two Interactive
746,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios
747,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision
748,Kirby's Pinball Land,GB,1992,Misc,Nintendo
749,Donkey Kong Country,GB,2000,Platform,Nintendo
750,Madden NFL 15,PS4,2014,Sports,Electronic Arts
751,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment
752,Saints Row,X360,2006,Action,THQ
753,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment
754,ATV Offroad Fury 2,PS2,2002,Racing,THQ
755,FIFA 15,XOne,2014,Sports,Electronic Arts
756,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo
757,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo
758,Tennis,NES,1984,Sports,Nintendo
759,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft
760,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix
761,The Sims: House Party,PC,2001,Simulation,Electronic Arts
762,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment
763,Sonic Unleashed,Wii,2008,Platform,Sega
764,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment
765,Pokemon Ranger,DS,2006,Role-Playing,Nintendo
766,Volleyball,NES,1987,Sports,Nintendo
767,Skylanders SWAP Force,Wii,2013,Platform,Activision
768,Overwatch,PS4,2016,Shooter,Activision
769,Hitman: Absolution,PS3,2012,Action,Square Enix
770,SimCity 2000,PC,1992,Simulation,Maxis
771,R.C. Pro-Am,NES,1988,Racing,Nintendo
