ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
650,0.29,1.17,0.54,0.41,2.41
651,2.07,0.26,0,0.08,2.41
652,0.81,0.76,0.7,0.14,2.41
653,0.69,0,0.04,1.68,2.41
654,1.44,0.7,0.04,0.22,2.4
655,2.1,0.24,0,0.07,2.4
656,0.77,0.18,1.42,0.03,2.4
657,2.3,0.1,0,0,2.4
658,2.15,0.18,0,0.07,2.39
659,1.49,0.81,0,0.1,2.39
660,1.78,0.53,0,0.08,2.39
661,1.67,0.61,0.03,0.07,2.38
662,2.04,0.15,0,0.2,2.38
663,1.94,0.39,0.03,0.02,2.38
664,1.16,0.91,0,0.3,2.38
665,1.48,0.69,0,0.2,2.37
666,2.28,0.02,0.08,0,2.37
667,0.96,1.08,0.04,0.3,2.37
668,2.18,0.01,0,0.18,2.37
669,1.25,0.86,0.01,0.26,2.37
670,1.74,0.45,0,0.18,2.37
671,2.03,0.13,0,0.21,2.37
672,0.69,0.14,1.48,0.05,2.36
673,1.68,0.45,0.01,0.21,2.35
674,1.39,0.48,0.4,0.08,2.35
675,0,0,2.34,0.01,2.35
676,1.73,0.43,0.02,0.17,2.35
677,0.92,0,0.01,1.41,2.34
678,1.15,0.55,0.47,0.17,2.34
679,1.51,0.61,0,0.21,2.34
680,1.08,0.7,0.34,0.21,2.34
681,1.95,0.15,0,0.24,2.34
682,1.38,0.72,0.02,0.22,2.34
683,1.18,0.9,0,0.24,2.32
684,0.78,0.4,1.06,0.07,2.32
685,0.79,1.35,0.04,0.14,2.32
686,0.85,1.06,0.09,0.32,2.31
687,1.58,0.64,0,0.09,2.31
688,0.28,0,2.02,0.01,2.31
689,0.96,1.07,0,0.27,2.31
690,1.65,0.46,0.1,0.1,2.31
691,1.12,0.41,0.64,0.14,2.3
692,0.51,0.45,1.21,0.13,2.3
693,1.07,0.8,0.04,0.38,2.29
694,0.91,1.25,0,0.13,2.29
695,0,0,2.29,0,2.29
696,1.02,0.9,0,0.36,2.29
697,1.38,0.8,0,0.1,2.28
698,0.3,1.27,0.46,0.26,2.28
699,0.51,0.12,1.63,0.02,2.28
700,0.38,0.07,0.01,1.82,2.28
701,1.07,0.99,0,0.22,2.28
702,1.27,0.81,0,0.2,2.28
703,0.94,0.53,0.62,0.18,2.28
704,0.07,2,0.02,0.18,2.28
705,1.08,0.73,0.15,0.31,2.27
706,1.22,0.1,0.91,0.04,2.27
707,0.9,0.73,0.54,0.09,2.26
708,1.34,0.6,0,0.31,2.26
709,0.6,1.25,0.06,0.35,2.26
710,1.28,0.77,0,0.2,2.25
711,0.62,0.44,1.06,0.13,2.25
712,1.52,0.46,0.2,0.08,2.25
713,1.48,0.25,0.46,0.06,2.25
714,1.93,0.15,0,0.17,2.25
715,1.23,0.63,0.04,0.35,2.25
716,1.4,0.53,0.02,0.3,2.24
717,1.19,0.71,0.22,0.13,2.24
718,1.05,0.91,0.04,0.24,2.24
719,1.52,0.54,0,0.18,2.24
720,1.17,0.84,0,0.23,2.24
721,1.25,0.62,0.18,0.18,2.24
722,1.48,0.55,0,0.21,2.23
723,1.29,0.83,0,0.11,2.23
724,0.51,0.5,0.91,0.31,2.23
725,1.98,0.06,0,0.19,2.23
726,1.74,0.25,0.21,0.03,2.23
727,1.09,0.85,0,0.28,2.23
728,1.05,0.72,0.1,0.35,2.23
729,0.88,1.03,0,0.31,2.22
730,0.65,0.4,1.05,0.11,2.22
731,1.24,0.79,0,0.19,2.22
732,1,0.63,0.45,0.13,2.22
733,1.32,0.56,0.14,0.2,2.22
734,0.55,1.19,0.14,0.33,2.21
735,1.01,0.85,0,0.35,2.21
736,1.06,0.82,0.05,0.28,2.21
737,2.06,0.12,0,0.02,2.2
738,2.01,0.02,0,0.17,2.2
739,1.21,0.79,0.01,0.19,2.2
740,1.78,0.24,0,0.18,2.2
741,0.15,0,2.05,0,2.2
742,1.11,0.51,0.34,0.23,2.2
743,1.03,0.96,0,0.21,2.2
744,1.4,0.59,0,0.2,2.2
745,1.45,0.54,0.02,0.19,2.2
746,1.06,0.9,0,0.23,2.2
747,1.68,0.44,0,0.08,2.19
748,0.87,0.17,1.1,0.05,2.19
749,1.04,0.72,0.3,0.13,2.19
750,1.54,0.25,0,0.4,2.19
751,0.34,0.96,0.55,0.33,2.19
752,1.17,0.77,0.02,0.22,2.18
753,0,0,2.17,0.01,2.18
754,1.92,0.2,0,0.06,2.18
755,0.6,1.42,0,0.16,2.18
756,1.48,0.17,0.47,0.06,2.17
757,1.6,0.46,0.08,0.03,2.17
758,0.48,0.11,1.56,0.02,2.17
759,1.29,0.68,0,0.2,2.16
760,1.28,0.67,0.01,0.21,2.16
761,1.23,0.83,0,0.1,2.16
762,1.67,0.3,0.02,0.18,2.16
763,1.26,0.67,0.02,0.21,2.16
764,1.5,0.55,0.02,0.08,2.15
765,1.28,0.03,0.73,0.12,2.15
766,0.14,0.03,1.98,0,2.15
767,1.21,0.75,0,0.19,2.15
768,0.81,0.85,0.15,0.33,2.14
769,0.59,1.05,0.07,0.44,2.14
770,1.2,0.84,0,0.1,2.14
771,1.47,0.38,0.19,0.1,2.14
772,0.66,0,1.45,0.03,2.14
773,0.01,0,2.13,0,2.14
774,1.99,0.12,0,0.02,2.13
775,0.52,1.02,0,0.59,2.13
776,1.04,0.81,0,0.27,2.13
777,0.82,0.37,0.89,0.05,2.13
778,1.49,0.46,0,0.18,2.12
779,1.37,0.61,0.05,0.09,2.12
780,0.83,0.33,0.92,0.04,2.12
781,1.62,0.26,0.05,0.18,2.11
782,1.68,0.4,0,0.03,2.11
783,1.68,0.31,0.02,0.09,2.11
784,0.11,1.33,0.4,0.26,2.11
785,0.63,0.21,1.13,0.13,2.11
786,1.44,0.31,0.04,0.32,2.11
787,0.94,0.07,1.05,0.04,2.1
788,0.63,0.05,1.35,0.08,2.1
789,1.54,0.44,0.04,0.07,2.1
790,1.17,0.72,0,0.22,2.1
791,0.71,0.94,0.14,0.32,2.1
792,1.63,0.31,0,0.16,2.1
793,1.2,0.6,0,0.29,2.09
794,0.99,0.63,0.29,0.19,2.09
795,0,0,1.96,0.14,2.09
796,1.84,0.12,0.01,0.13,2.09
797,1.26,0.6,0.05,0.18,2.09
798,0.96,0.67,0.12,0.34,2.09
799,0.25,0.45,1.33,0.05,2.09
800,1.16,0.64,0.08,0.2,2.08
801,1.77,0.32,0,0,2.08
802,1.11,0.71,0,0.27,2.08
803,0.89,0.04,1.07,0.09,2.08
804,2.04,0.04,0,0,2.08
805,0.97,0.33,0.73,0.06,2.08
806,1.33,0.56,0,0.2,2.08
807,0.89,1.08,0,0.11,2.08
808,0.89,0.58,0.46,0.14,2.08
809,1.41,0.49,0.01,0.17,2.08
810,0.88,0.44,0.63,0.12,2.08
811,1.77,0.12,0.02,0.17,2.07
812,1.54,0.46,0,0.08,2.07
813,0.92,0.93,0,0.22,2.07
814,1.35,0.52,0,0.19,2.07
815,0.36,1.38,0.02,0.31,2.07
816,1.64,0.36,0,0.07,2.07
817,1.48,0.39,0,0.19,2.06
818,0.46,0.41,0.96,0.24,2.06
819,1.42,0.09,0.45,0.1,2.06
820,1.94,0,0,0.12,2.06
821,0.71,0.52,0.74,0.08,2.06
822,1.15,0.77,0.04,0.1,2.06
823,0.68,0.46,0.79,0.13,2.06
824,0.63,0.41,0.75,0.26,2.06
825,1.2,0.62,0.04,0.19,2.06
826,1.06,0.62,0.13,0.25,2.06
827,1.04,0.79,0.01,0.21,2.05
828,1.47,0.48,0.05,0.06,2.05
829,0.6,0.96,0.13,0.36,2.05
830,1.77,0.06,0,0.22,2.05
831,0.63,1,0.05,0.38,2.05
832,0.89,0.94,0.02,0.21,2.05
833,1.75,0.25,0,0.05,2.05
834,1.74,0.02,0,0.28,2.04
835,0.71,1.02,0,0.31,2.04
836,0.73,0.91,0.04,0.36,2.04
837,1.2,0.48,0.29,0.07,2.04
838,1.45,0.41,0.01,0.16,2.04
839,0.48,1.28,0.02,0.25,2.04
840,1.25,0.61,0.13,0.05,2.03
841,1.21,0.63,0,0.19,2.03
842,1.57,0.18,0,0.27,2.03
843,1.82,0.04,0.01,0.16,2.03
844,0.72,1.08,0,0.23,2.03
845,1.15,0.04,0.83,0,2.02
846,0.75,0.51,0.54,0.22,2.02
847,1.47,0.39,0,0.16,2.02
848,1.25,0.58,0,0.19,2.02
849,0.9,0.45,0.54,0.13,2.01
850,0.58,1.04,0.03,0.36,2.01
851,0.99,0.85,0,0.17,2.01
852,0.73,0.88,0.08,0.32,2.01
853,0.52,0.16,1.29,0.03,2
854,1.05,0.66,0,0.29,2
855,1.48,0.28,0,0.23,2
856,0.48,1.27,0,0.24,2
857,0.95,0.64,0.27,0.13,1.99
858,0.75,0.3,0.9,0.04,1.99
859,1.21,0.64,0.05,0.09,1.99
860,1.06,0.26,0.53,0.13,1.98
861,0.79,0.88,0,0.32,1.98
862,0.93,0.27,0.75,0.04,1.98
863,0.75,1.09,0.02,0.12,1.98
864,0.73,0.92,0.03,0.3,1.98
865,0.74,0.95,0,0.28,1.97
866,0.71,0.58,0.51,0.17,1.97
867,1.84,0.11,0,0.02,1.97
868,0.5,0.5,0.63,0.33,1.96
869,0.18,0.64,0.9,0.24,1.96
870,0.18,0.23,1.53,0.02,1.96
871,1.13,0.37,0.41,0.05,1.96
872,0.82,0.93,0.04,0.18,1.96
873,1.09,0.65,0.02,0.2,1.95
874,0.74,1.01,0,0.2,1.95
875,1.12,0.6,0.07,0.16,1.95
876,1.26,0.61,0,0.09,1.95
877,1.09,0.77,0,0.09,1.95
878,1.69,0.2,0,0.06,1.95
879,0.95,0.74,0,0.25,1.94
880,0.78,0.02,1.05,0.08,1.94
881,1.01,0.62,0.02,0.29,1.94
882,1.94,0,0,0,1.94
883,0.96,0.38,0.55,0.05,1.94
884,0.59,1.23,0,0.13,1.94
885,0.73,0.89,0.02,0.3,1.94
886,0.49,1.26,0.01,0.18,1.94
887,1.09,0.15,0.65,0.04,1.94
888,1.17,0.58,0,0.18,1.94
889,1.41,0.42,0.03,0.07,1.94
890,1.42,0.4,0,0.12,1.94
891,1.22,0.54,0.02,0.16,1.93
892,1,0.72,0,0.21,1.93
893,1.48,0.39,0,0.06,1.93
894,0.34,0.26,1.3,0.03,1.93
895,1.53,0.23,0,0.16,1.93
896,0.78,0.79,0.04,0.31,1.93
897,1.06,0.6,0.2,0.07,1.93
898,0.92,0.53,0.41,0.06,1.92
899,1.31,0.43,0,0.18,1.92
900,0.76,0.96,0,0.2,1.92
901,1.03,0.8,0,0.09,1.92
902,0.62,0.64,0.55,0.11,1.92
903,0.94,0.73,0,0.25,1.92
904,0.26,0.16,1.46,0.03,1.92
905,1.1,0.55,0,0.27,1.92
906,0.73,0.96,0.01,0.22,1.91
907,0.72,0.16,1.01,0.02,1.91
908,0.72,0.75,0.15,0.29,1.91
909,0.66,0.93,0.01,0.31,1.91
910,1.03,0.75,0.03,0.09,1.9
911,0.86,0.84,0.01,0.17,1.89
912,1.48,0,0.29,0.12,1.89
913,0.74,0.62,0.41,0.13,1.89
914,0.86,0.83,0,0.2,1.89
915,1.56,0.14,0,0.18,1.88
916,1.15,0.56,0,0.17,1.88
917,1.28,0.43,0,0.17,1.88
918,1.37,0.44,0,0.08,1.88
919,0.92,0.72,0,0.24,1.88
920,0.25,0.12,1.48,0.03,1.88
921,0.89,0.69,0.09,0.21,1.88
922,1.25,0.27,0.02,0.34,1.88
923,1.04,0.66,0,0.18,1.88
924,1.42,0.36,0.03,0.07,1.88
925,0.47,0.08,0,1.33,1.87
926,0.96,0.53,0.3,0.09,1.87
927,0.22,1.47,0.04,0.14,1.87
928,1.6,0.03,0,0.24,1.87
929,0.53,0.16,1.07,0.1,1.87
930,0.87,0.52,0.41,0.06,1.86
931,1.05,0.53,0.03,0.26,1.86
932,1.75,0.03,0,0.08,1.86
933,1.12,0.69,0.03,0.02,1.86
934,1.37,0.41,0.04,0.04,1.86
935,0.94,0.44,0.39,0.1,1.86
936,0,1.37,0,0.49,1.86
937,1.11,0.56,0,0.18,1.86
938,0.91,0.71,0,0.24,1.86
939,0.47,1.03,0.07,0.28,1.86
940,0.62,0.42,0.69,0.12,1.86
941,1.33,0.49,0,0.03,1.85
942,1.26,0.18,0.35,0.06,1.85
943,0.8,0.19,0.83,0.03,1.85
944,0.59,0.89,0.06,0.3,1.85
945,0,1.1,0.42,0.33,1.84
946,0.77,0.76,0.01,0.29,1.84
947,1.32,0.37,0,0.15,1.84
948,1.53,0.05,0,0.25,1.84
949,0.83,0.06,0.93,0,1.83
950,0.82,0.82,0,0.2,1.83
951,1.31,0.49,0,0.03,1.83
952,1.33,0.4,0.03,0.07,1.83
953,0.61,0.34,0.79,0.09,1.83
954,0.25,0.07,1.49,0.02,1.83
955,0.84,0.7,0.13,0.16,1.83
956,0.92,0.73,0,0.17,1.83
957,0.92,0.33,0.52,0.05,1.83
958,0.51,0.98,0.06,0.28,1.82
959,1.05,0.47,0.08,0.22,1.82
960,0.84,0.76,0,0.22,1.82
961,1.24,0.43,0.03,0.12,1.82
962,1.73,0.07,0,0.02,1.82
963,1.81,0,0,0,1.82
964,0.97,0.33,0.35,0.17,1.82
965,1.09,0.53,0.02,0.17,1.82
966,1.05,0.59,0,0.18,1.81
967,1.1,0.51,0.12,0.08,1.81
968,0.78,0.44,0.56,0.04,1.81
969,0.42,1.08,0.03,0.28,1.81
970,0.88,0.69,0,0.23,1.81
971,1,0.03,0,0.77,1.8
972,0.93,0.59,0.21,0.07,1.8
973,1.66,0,0.01,0.13,1.8
974,1,0.68,0,0.12,1.8
975,1.41,0.2,0.03,0.16,1.8
976,0.73,0.9,0.03,0.14,1.8
977,0.55,0.86,0.11,0.27,1.79
978,0.89,0.74,0.07,0.09,1.79
979,0.92,0.6,0.14,0.14,1.79
980,1.26,0.39,0.08,0.06,1.79
981,0.32,0.97,0.36,0.13,1.79
982,1.25,0.29,0,0.24,1.78
983,1.12,0.58,0,0.08,1.78
984,0.39,1.01,0.02,0.36,1.78
985,0.85,0.76,0,0.16,1.77
986,0.24,0.09,1.33,0.12,1.77
987,0.63,0.06,1.03,0.04,1.77
988,1.19,0.29,0.24,0.06,1.77
989,0.23,0.02,1.49,0.02,1.76
990,1.01,0.6,0,0.15,1.76
991,1.15,0.45,0,0.16,1.76
992,0.85,0.31,0.56,0.04,1.76
993,1.27,0.42,0,0.07,1.76
994,1.07,0.44,0.01,0.24,1.76
995,1.06,0.54,0,0.16,1.76
996,0.93,0.38,0.4,0.06,1.76
997,1.02,0.47,0.2,0.07,1.76
998,0.53,0.12,1.09,0.02,1.76
999,0.86,0.67,0,0.22,1.76
1000,1.23,0.46,0,0.07,1.76
1001,0.86,0.67,0,0.22,1.76
1002,1.26,0.47,0,0.03,1.76
1003,0.52,0.95,0,0.29,1.76
1004,0.61,0.87,0.02,0.26,1.76
1005,1.68,0.04,0,0.04,1.75
1006,1.24,0.45,0,0.07,1.75
1007,0.06,0.9,0.53,0.27,1.75
1008,1.25,0.17,0,0.32,1.75
1009,0.45,0.92,0.06,0.32,1.75
1010,0.94,0.34,0.21,0.27,1.75
1011,0.79,0.14,0.8,0.02,1.75
1012,0.7,0.13,0.91,0.01,1.75
1013,0.67,0.79,0,0.29,1.75
1014,0.35,1.06,0.02,0.31,1.75
1015,1,0.53,0.03,0.18,1.75
1016,0.3,0.56,0.84,0.05,1.75
1017,0.85,0.66,0.01,0.22,1.75
1018,1.25,0.46,0,0.03,1.75
1019,0.9,0.35,0.25,0.24,1.74
1020,0.72,0.89,0.04,0.1,1.74
1021,0.63,0.49,0.45,0.17,1.74
1022,0.56,0.81,0.1,0.27,1.74
1023,1.05,0.52,0.03,0.14,1.74
1024,0.41,0.44,0.72,0.17,1.74
1025,1.69,0.04,0,0.01,1.74
1026,1.66,0.04,0,0.04,1.74
1027,0.61,0.78,0.06,0.27,1.74
1028,0.85,0.66,0,0.22,1.73
1029,0.43,0.68,0.42,0.2,1.73
1030,1.48,0.2,0,0.05,1.73
1031,0.94,0.62,0.1,0.07,1.73
1032,0.2,0.14,1.35,0.03,1.73
1033,0.95,0.7,0,0.08,1.73
1034,0.68,0.88,0.01,0.17,1.73
1035,0.85,0.66,0,0.22,1.72
1036,0.35,1.08,0.03,0.26,1.72
1037,0.61,0.18,0,0.94,1.72
1038,1.37,0.18,0,0.18,1.72
1039,1.61,0.03,0,0.08,1.72
1040,0.8,0.21,0.55,0.15,1.72
1041,0.41,0.98,0,0.32,1.72
1042,1.06,0.5,0.01,0.14,1.71
1043,0.99,0.64,0,0.08,1.71
1044,1.17,0.39,0,0.15,1.71
1045,0.88,0.34,0.32,0.18,1.71
1046,1.09,0.55,0,0.07,1.71
1047,0,0,1.71,0,1.71
1048,1.25,0.39,0,0.06,1.71
1049,0.7,0.82,0,0.19,1.71
1050,1.14,0.4,0,0.16,1.71
1051,1.15,0.4,0,0.15,1.7
1052,0.23,0.24,0,1.23,1.7
1053,0.83,0.6,0.02,0.24,1.7
1054,0,0,1.69,0.01,1.7
1055,1.41,0.05,0,0.23,1.7
1056,0.59,0.87,0,0.23,1.7
1057,0.63,0.76,0.03,0.27,1.7
1058,0.68,0.82,0,0.19,1.7
1059,1.58,0,0,0.12,1.69
1060,1.22,0.34,0.04,0.1,1.69
1061,0.72,0.65,0.04,0.28,1.69
1062,0.94,0.64,0,0.11,1.69
1063,0.49,0.87,0.07,0.26,1.69
1064,1.37,0.28,0.03,0.02,1.69
1065,1.1,0.48,0.04,0.07,1.69
1066,0.87,0.66,0.08,0.08,1.69
1067,1.52,0.12,0,0.05,1.69
1068,0.79,0.65,0.08,0.17,1.69
1069,0.98,0.42,0.22,0.06,1.69
1070,0.48,1.12,0,0.08,1.69
1071,1.4,0.16,0,0.12,1.68
1072,0.79,0.7,0.01,0.18,1.68
1073,0.82,0.64,0,0.22,1.68
1074,1.58,0.06,0,0.04,1.68
1075,0.92,0.6,0.01,0.15,1.68
1076,0.88,0.54,0.02,0.25,1.68
1077,0.59,0.24,0.82,0.03,1.68
1078,0.38,0.87,0.33,0.1,1.68
1079,0.98,0.52,0,0.17,1.68
1080,0.81,0.23,0.52,0.11,1.68
1081,1.67,0,0,0,1.68
1082,1.18,0.27,0.17,0.06,1.68
1083,0.97,0.4,0.14,0.15,1.67
1084,0.9,0.46,0,0.32,1.67
1085,0.93,0.52,0,0.22,1.67
1086,1.58,0.05,0,0.04,1.67
1087,1.22,0.39,0,0.06,1.67
1088,0.91,0.3,0.42,0.04,1.67
1089,1.09,0.49,0.02,0.07,1.67
1090,0.59,0.95,0.03,0.1,1.67
1091,0.97,0.59,0.04,0.07,1.67
1092,0.96,0.42,0.08,0.21,1.67
1093,1.13,0.32,0,0.22,1.67
1094,1.35,0.09,0,0.23,1.67
1095,0.81,0.58,0.01,0.26,1.67
1096,0.83,0.66,0,0.18,1.67
1097,1.08,0.45,0,0.14,1.67
1098,0.45,0.9,0.05,0.26,1.66
1099,0.45,1.02,0,0.2,1.66
1100,1,0.3,0.31,0.04,1.66
1101,0.78,0.61,0.06,0.2,1.66
1102,0.93,0.56,0,0.16,1.66
1103,0.81,0.63,0,0.21,1.66
1104,1.01,0.5,0.01,0.13,1.66
1105,1.25,0.15,0.03,0.22,1.66
1106,0.9,0.61,0,0.15,1.66
1107,0.96,0.12,0.54,0.04,1.66
1108,0.65,0.45,0.34,0.22,1.65
1109,1.54,0.1,0,0.02,1.65
1110,0.58,0.21,0.79,0.07,1.65
1111,0.9,0.11,0.6,0.05,1.65
1112,1.06,0.38,0.15,0.05,1.65
1113,1.21,0.3,0,0.14,1.65
1114,0.76,0.69,0.02,0.18,1.65
1115,0.57,0.72,0.06,0.29,1.65
1116,0,0,1.65,0,1.65
1117,0.9,0.54,0.04,0.17,1.65
1118,0.8,0.05,0.76,0.03,1.64
1119,1.09,0.37,0.02,0.16,1.64
1120,1.52,0.1,0,0.02,1.64
1121,0.93,0.63,0,0.08,1.64
1122,0.74,0.26,0.61,0.03,1.64
1123,0.8,0.63,0,0.21,1.64
1124,1.44,0.15,0,0.05,1.64
1125,0.54,0.88,0,0.22,1.64
1126,0.8,0.69,0.01,0.14,1.63
1127,1.54,0.02,0,0.07,1.63
1128,0.52,0.8,0.06,0.26,1.63
1129,0.78,0.25,0.56,0.04,1.63
1130,1.18,0.34,0,0.1,1.63
1131,1.35,0.11,0,0.17,1.63
1132,0.58,0.81,0,0.23,1.63
1133,0.71,0.48,0.32,0.11,1.63
1134,1.32,0.09,0,0.22,1.62
1135,0.86,0.62,0.01,0.13,1.62
1136,0.45,0.95,0.02,0.2,1.62
1137,0.8,0.63,0.01,0.19,1.62
1138,1.02,0.46,0,0.13,1.62
1139,1.01,0.11,0.45,0.04,1.62
1140,0.59,0.76,0.01,0.26,1.62
1141,0.9,0.61,0,0.11,1.62
1142,0.68,0.56,0.12,0.25,1.62
1143,0.99,0.41,0,0.22,1.62
1144,0.3,0.02,1.27,0.03,1.62
1145,0.79,0.62,0,0.21,1.61
1146,0.66,0.27,0.65,0.03,1.61
1147,0,0,1.61,0.01,1.61
1148,0.98,0.38,0.2,0.04,1.61
1149,0,1.18,0,0.43,1.61
1150,0.82,0.6,0.03,0.15,1.6
1151,0.98,0.04,0.49,0.09,1.6
1152,1.49,0,0,0.11,1.6
1153,1.3,0.23,0,0.07,1.6
1154,0.46,0.96,0.09,0.08,1.6
1155,1.49,0.09,0,0.02,1.6
1156,0.59,0.83,0.02,0.17,1.6
1157,0.71,0.48,0.3,0.1,1.6
1158,1.05,0.44,0.06,0.04,1.6
1159,1.05,0.41,0,0.14,1.6
1160,1.26,0.12,0,0.21,1.59
1161,0.01,1.58,0,0,1.59
1162,0.71,0.69,0.02,0.18,1.59
1163,1.15,0.36,0.04,0.04,1.59
1164,0.61,0.41,0.46,0.1,1.59
1165,1.48,0.09,0,0.02,1.59
1166,0.04,1.1,0.32,0.13,1.59
1167,0.88,0.6,0,0.1,1.59
1168,0.78,0.37,0.3,0.13,1.58
1169,0.88,0.26,0.34,0.1,1.58
1170,0.94,0.48,0.01,0.15,1.58
1171,0.92,0.43,0.07,0.15,1.58
1172,0.88,0.6,0,0.1,1.58
1173,0.6,0.69,0.02,0.26,1.58
1174,0.85,0.65,0,0.08,1.58
1175,0.69,0.53,0.24,0.12,1.58
1176,0.58,0.45,0.34,0.2,1.57
1177,1.06,0.35,0.01,0.15,1.57
1178,0.1,0.18,0.12,1.16,1.57
1179,0.77,0.6,0,0.2,1.57
1180,0.92,0.5,0.03,0.12,1.57
1181,0.9,0.53,0,0.14,1.57
1182,0.84,0.57,0,0.16,1.57
1183,0.57,0.88,0,0.12,1.57
1184,1.31,0.09,0,0.16,1.57
1185,0.98,0.53,0,0.06,1.57
1186,0.95,0.11,0.46,0.04,1.57
1187,0.17,0.02,1.36,0.02,1.57
1188,0.63,0.76,0,0.17,1.56
1189,0.77,0.6,0,0.2,1.56
1190,1.07,0.4,0,0.1,1.56
1191,0.62,0.78,0.01,0.15,1.56
1192,0.86,0.54,0,0.15,1.56
1193,0.59,0.14,0.81,0.02,1.56
1194,1.05,0.36,0,0.15,1.56
1195,1.32,0.19,0,0.05,1.56
1196,0.67,0.17,0.69,0.03,1.56
1197,0.57,0.43,0.44,0.12,1.56
1198,0,0,1.56,0,1.56
1199,0.68,0.38,0.44,0.05,1.56
1200,0.8,0.59,0.01,0.16,1.55
1201,0.73,0.67,0,0.15,1.55
1202,0.76,0.59,0,0.2,1.55
1203,0.91,0.57,0,0.07,1.55
1204,0.95,0.46,0,0.14,1.55
1205,1.13,0.38,0.02,0.03,1.55
1206,0.57,0.87,0.02,0.09,1.55
1207,0.92,0.48,0,0.15,1.55
1208,1.55,0,0,0,1.55
1209,0.47,0.8,0.03,0.24,1.55
1210,0.85,0.55,0,0.15,1.55
1211,0.37,0.96,0,0.21,1.54
1212,0.85,0.46,0.02,0.22,1.54
1213,0.83,0.44,0.08,0.19,1.54
1214,0.58,0.87,0,0.09,1.54
1215,0.78,0.43,0.19,0.14,1.54
1216,1.4,0.02,0.02,0.1,1.54
1217,0.5,0.76,0.04,0.24,1.54
1218,1.26,0.07,0,0.21,1.54
1219,0.85,0.58,0,0.1,1.54
1220,0.53,0.66,0.13,0.22,1.53
1221,0.42,0.65,0.33,0.14,1.53
1222,0.18,0.63,0.49,0.24,1.53
1223,1.19,0.29,0,0.05,1.53
1224,1.44,0.05,0,0.04,1.53
1225,0.72,0.52,0.04,0.25,1.53
1226,1.09,0.15,0.25,0.04,1.53
1227,0.85,0.58,0,0.1,1.53
1228,0.64,0.69,0,0.19,1.53
1229,0.67,0.43,0.29,0.14,1.52
1230,1.07,0.39,0,0.06,1.52
1231,0.36,0.9,0,0.27,1.52
1232,0.7,0.55,0.16,0.12,1.52
1233,1.43,0.05,0,0.04,1.52
1234,0.18,0.06,1.27,0.01,1.52
1235,0,0,1.52,0,1.52
1236,1.45,0.04,0,0.04,1.52
1237,0.88,0.48,0,0.17,1.52
1238,1.43,0.05,0,0.03,1.52
1239,0.92,0.4,0,0.2,1.52
1240,1.11,0.31,0.06,0.04,1.52
1241,1.26,0.05,0,0.21,1.51
1242,0.85,0.51,0.01,0.15,1.51
1243,0.7,0.64,0.01,0.16,1.51
1244,0.94,0.44,0,0.13,1.51
1245,0,0,1.51,0,1.51
1246,0.94,0.43,0,0.14,1.51
1247,0.93,0.15,0.42,0.01,1.51
1248,0.23,1.16,0,0.11,1.51
1249,1.41,0.06,0,0.04,1.51
1250,0.35,0.03,0,1.13,1.51
1251,1.18,0.27,0,0.05,1.51
1252,0.56,0.77,0,0.17,1.51
1253,0.02,1.16,0,0.33,1.51
1254,0.6,0.47,0.21,0.23,1.51
1255,0.99,0.32,0.11,0.08,1.5
1256,0.6,0.62,0.03,0.26,1.5
1257,0.66,0.52,0.15,0.17,1.5
1258,1.41,0.05,0,0.04,1.5
1259,0.49,0.78,0,0.23,1.5
1260,1.19,0.07,0.05,0.2,1.5
1261,0,0,1.5,0,1.5
1262,1.2,0.27,0.02,0.02,1.5
1263,0.46,0.1,0.92,0.02,1.5
1264,1,0.36,0.09,0.05,1.5
1265,0.8,0.49,0,0.21,1.5
1266,1.21,0.14,0.1,0.04,1.5
1267,1.13,0.2,0,0.16,1.49
1268,0.72,0.38,0.36,0.04,1.49
1269,1,0.43,0,0.06,1.49
1270,1.22,0,0,0.27,1.49
1271,0.75,0.52,0.09,0.12,1.49
1272,0.82,0.36,0.25,0.06,1.49
1273,0,1.1,0,0.39,1.49
1274,0.5,0.69,0.04,0.26,1.49
1275,0.88,0.47,0,0.14,1.49
1276,0.54,0.69,0.02,0.24,1.49
1277,0.47,0.37,0.52,0.12,1.48
1278,1.2,0.25,0.02,0.02,1.48
1279,0.7,0.35,0.39,0.04,1.48
1280,0.28,0.5,0.65,0.05,1.48
1281,0.44,0.67,0,0.37,1.48
1282,0.43,0.88,0,0.18,1.48
1283,0.64,0.57,0.05,0.22,1.48
1284,0.99,0.35,0,0.13,1.48
1285,1.07,0.28,0,0.13,1.48
1286,0.82,0.51,0.01,0.14,1.48
1287,0.72,0.56,0,0.19,1.48
1288,1.08,0.2,0,0.2,1.48
1289,0.84,0.51,0,0.13,1.48
1290,0.82,0.59,0,0.07,1.48
1291,0.52,0.77,0.07,0.11,1.47
1292,0.39,0.91,0,0.17,1.47
1293,1.04,0.37,0,0.06,1.47
1294,0.62,0.18,0.65,0.02,1.47
1295,0.71,0.43,0.07,0.26,1.47
1296,0.93,0.4,0.02,0.12,1.47
1297,1.33,0.03,0.01,0.1,1.47
1298,0.29,0.19,0.89,0.1,1.46
1299,1.02,0.38,0,0.06,1.46
1300,1.06,0.29,0,0.11,1.46
1301,0.72,0.56,0,0.19,1.46
1302,0.81,0.55,0,0.1,1.46
